ncRNA_Name,ncRNA_Type,Drug_Name,DrugBank_ID,CID
HSA-MIR-338-5P,miRNA,IMATINIB,DB00619,5291
HSA-MIR-338-5P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-338-5P,miRNA,VINBLASTINE,DB00570,442111
HSA-MIR-339-3P,miRNA,TAMOXIFEN,DB00675,2733525
HSA-MIR-339-3P,miRNA,TRAMETINIB,DB08911,11707110
HSA-MIR-339-3P,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-339-5P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-339-5P,miRNA,DOCETAXEL,DB01248,148124
HSA-MIR-339-5P,miRNA,VERAPAMIL,DB00661,2520
HSA-MIR-339-5P,miRNA,TAMOXIFEN,DB00675,2733525
HSA-MIR-339-5P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-339-5P,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-339-5P,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-339-5P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-339-5P,miRNA,DEXAMETHASONE,DB01234,5743
HSA-MIR-339-5P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-33A-5P,miRNA,CAPECITABINE,DB01101,60953
HSA-MIR-33A-5P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-33A-5P,miRNA,VERAPAMIL,DB00661,2520
HSA-MIR-33A-5P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-33A-5P,miRNA,VINCRISTINE,DB00541,5978
HSA-MIR-33A-5P,miRNA,PREDNISONE,DB00635,5865
HSA-MIR-33A-5P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-33A-5P,miRNA,MITOXANTRONE,DB01204,4212
HSA-MIR-33A-5P,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-33A-5P,miRNA,IMATINIB,DB00619,5291
HSA-MIR-33A-5P,miRNA,CELASTROL,NA,12302620
HSA-MIR-33A-5P,miRNA,AZACITIDINE,DB00928,9444
HSA-MIR-33A-5P,miRNA,DABRAFENIB,DB08912,44462760
HSA-MIR-33B-5P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-33B-5P,miRNA,VERAPAMIL,DB00661,2520
HSA-MIR-33B-5P,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-33B-5P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-33B-5P,miRNA,BORTEZOMIB,DB00188,387447
HSA-MIR-33B-5P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-33B-5P,miRNA,DOCETAXEL,DB01248,148124
HSA-MIR-33B-5P,miRNA,TAMOXIFEN,DB00675,2733525
HSA-MIR-33B-5P,miRNA,CERITINIB,DB09063,57379345
HSA-MIR-33B-5P,miRNA,DAUNORUBICIN,DB00694,30323
HSA-MIR-340-5P,miRNA,TAMOXIFEN,DB00675,2733525
HSA-MIR-340-5P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-340-5P,miRNA,DOCETAXEL,DB01248,148124
HSA-MIR-340-5P,miRNA,SORAFENIB,DB00398,216239
HSA-MIR-340-5P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-340-5P,miRNA,BAICALIN,NA,64982
HSA-MIR-340-5P,miRNA,ABT-737,DB17023,11228183
HSA-MIR-342-3P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-342-3P,miRNA,TAMOXIFEN,DB00675,2733525
HSA-MIR-342-3P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-342-3P,miRNA,ETOPOSIDE,DB00773,36462
HSA-MIR-342-3P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-342-3P,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-342-3P,miRNA,DOCETAXEL,DB01248,148124
HSA-MIR-342-3P,miRNA,VINCRISTINE,DB00541,5978
HSA-MIR-342-3P,miRNA,DEXAMETHASONE,DB01234,5743
HSA-MIR-342-3P,miRNA,PLATINUM,DB12257,23939
HSA-MIR-342-3P,miRNA,SUNITINIB,DB01268,5329102
HSA-MIR-342-3P,miRNA,TRAMETINIB,DB08911,11707110
HSA-MIR-342-3P,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-342-3P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-342-3P,miRNA,FULVESTRANT,DB00947,17756771
HSA-MIR-342-3P,miRNA,SORAFENIB,DB00398,216239
HSA-MIR-342-5P,miRNA,IMATINIB,DB00619,5291
HSA-MIR-342-5P,miRNA,TAMOXIFEN,DB00675,2733525
HSA-MIR-342-5P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-342-5P,miRNA,CURCUMIN,DB11672,969516
HSA-MIR-342-5P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-345-5P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-345-5P,miRNA,VERAPAMIL,DB00661,2520
HSA-MIR-345-5P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-345-5P,miRNA,SORAFENIB,DB00398,216239
HSA-MIR-345-5P,miRNA,TAMOXIFEN,DB00675,2733525
HSA-MIR-345-5P,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-345-5P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-345-5P,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-345-5P,miRNA,ETOPOSIDE,DB00773,36462
HSA-MIR-345-5P,miRNA,TENIPOSIDE,DB00444,452548
HSA-MIR-345-5P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-345-5P,miRNA,GEFITINIB,DB00317,123631
HSA-MIR-345-5P,miRNA,DABRAFENIB,DB08912,44462760
HSA-MIR-346,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-346,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-346,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-346,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-346,miRNA,DOCETAXEL,DB01248,148124
HSA-MIR-346,miRNA,DABRAFENIB,DB08912,44462760
HSA-MIR-346,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-346,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-346,miRNA,TAMOXIFEN,DB00675,2733525
HSA-MIR-34A-5P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-34A-5P,miRNA,CAMPTOTHECIN,DB04690,24360
HSA-MIR-34A-5P,miRNA,VERAPAMIL,DB00661,2520
HSA-MIR-34A-5P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-34A-5P,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-34A-5P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-34A-5P,miRNA,MITOMYCIN C,DB00305,5746
HSA-MIR-34A-5P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-34A-5P,miRNA,DOCETAXEL,DB01248,148124
HSA-MIR-34A-5P,miRNA,TAMOXIFEN,DB00675,2733525
HSA-MIR-34A-5P,miRNA,VINCRISTINE,DB00541,5978
HSA-MIR-34A-5P,miRNA,CYCLOPAMINE,NA,442972
HSA-MIR-34A-5P,miRNA,SUNITINIB,DB01268,5329102
HSA-MIR-34A-5P,miRNA,SORAFENIB,DB00398,216239
HSA-MIR-34A-5P,miRNA,ERLOTINIB,DB00530,176870
HSA-MIR-34A-5P,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-34A-5P,miRNA,CAPSAICIN,DB06774,1548943
HSA-MIR-34A-5P,miRNA,GEFITINIB,DB00317,123631
HSA-MIR-34A-5P,miRNA,ETOPOSIDE,DB00773,36462
HSA-MIR-34A-5P,miRNA,PLATINUM,DB12257,23939
HSA-MIR-34A-5P,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-34A-5P,miRNA,CARBOPLATIN,DB00958,38904
HSA-MIR-34A-5P,miRNA,METHOTREXATE,DB00563,126941
HSA-MIR-34A-5P,miRNA,RITONAVIR,DB00503,392622
HSA-MIR-34A-5P,miRNA,LOPINAVIR,DB01601,92727
HSA-MIR-34A-5P,miRNA,DABRAFENIB,DB08912,44462760
HSA-MIR-34A-5P,miRNA,DEXAMETHASONE,DB01234,5743
HSA-MIR-34A-5P,miRNA,LUTEOLIN,DB15584,5280445
HSA-MIR-34A-5P,miRNA,FULVESTRANT,DB00947,17756771
HSA-MIR-34A-5P,miRNA,CERITINIB,DB09063,57379345
HSA-MIR-34A-5P,miRNA,PANOBINOSTAT,DB06603,6918837
HSA-MIR-34A-5P,miRNA,EPIRUBICIN,DB00445,41867
HSA-MIR-34A-5P,miRNA,REGORAFENIB,DB08896,11167602
HSA-MIR-34A-5P,miRNA,TRAMETINIB,DB08911,11707110
HSA-MIR-34A-5P,miRNA,TEMOZOLOMIDE,DB00853,5394
HSA-MIR-34A-5P,miRNA,PLATYCODIN D,NA,162859
HSA-MIR-34A-5P,miRNA,BORTEZOMIB,DB00188,387447
HSA-MIR-34A-5P,miRNA,LENALIDOMIDE,DB00480,216326
HSA-MIR-34A-5P,miRNA,SEVOFLURANE,DB01236,5206
HSA-MIR-34A-5P,miRNA,CABOZANTINIB,DB08875,25102847
HSA-MIR-34B-3P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-34B-3P,miRNA,AZACITIDINE,DB00928,9444
HSA-MIR-34B-3P,miRNA,TEMOZOLOMIDE,DB00853,5394
HSA-MIR-34B-3P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-34B-3P,miRNA,DOCETAXEL,DB01248,148124
HSA-MIR-34C-3P,miRNA,TRAMETINIB,DB08911,11707110
HSA-MIR-34C-3P,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-34C-3P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-34C-3P,miRNA,DAUNORUBICIN,DB00694,30323
HSA-MIR-34C-3P,miRNA,CYCLOPHOSPHAMIDE,DB00531,2907
HSA-MIR-34C-3P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-34C-3P,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-34C-3P,miRNA,METHOTREXATE,DB00563,126941
HSA-MIR-34C-5P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-34C-5P,miRNA,IMATINIB,DB00619,5291
HSA-MIR-34C-5P,miRNA,ERLOTINIB,DB00530,176870
HSA-MIR-34C-5P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-34C-5P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-34C-5P,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-34C-5P,miRNA,VINORELBINE,DB00361,44424639
HSA-MIR-34C-5P,miRNA,METHOTREXATE,DB00563,126941
HSA-MIR-34C-5P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-34C-5P,miRNA,CARBOPLATIN,DB00958,38904
HSA-MIR-34C-5P,miRNA,DOCETAXEL,DB01248,148124
HSA-MIR-34C-5P,miRNA,METFORMIN,DB00331,4091
HSA-MIR-34C-5P,miRNA,TRAMETINIB,DB08911,11707110
HSA-MIR-34C-5P,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-361-3P,miRNA,PLATINUM,DB12257,23939
HSA-MIR-361-3P,miRNA,SORAFENIB,DB00398,216239
HSA-MIR-361-3P,miRNA,FULVESTRANT,DB00947,17756771
HSA-MIR-361-3P,miRNA,TRAMETINIB,DB08911,11707110
HSA-MIR-361-3P,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-361-3P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-361-3P,miRNA,ENZALUTAMIDE,DB08899,15951529
HSA-MIR-361-3P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-361-5P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-361-5P,miRNA,VERAPAMIL,DB00661,2520
HSA-MIR-361-5P,miRNA,DOCETAXEL,DB01248,148124
HSA-MIR-361-5P,miRNA,METHOTREXATE,DB00563,126941
HSA-MIR-361-5P,miRNA,TAMOXIFEN,DB00675,2733525
HSA-MIR-361-5P,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-361-5P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-361-5P,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-361-5P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-361-5P,miRNA,PLX-4720,DB06999,24180719
HSA-MIR-361-5P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-361-5P,miRNA,PLATINUM,DB12257,23939
HSA-MIR-361-5P,miRNA,SORAFENIB,DB00398,216239
HSA-MIR-362-3P,miRNA,CERITINIB,DB09063,57379345
HSA-MIR-362-3P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-362-3P,miRNA,SUNITINIB,DB01268,5329102
HSA-MIR-362-3P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-362-5P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-362-5P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-362-5P,miRNA,SUNITINIB,DB01268,5329102
HSA-MIR-362-5P,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-362-5P,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-362-5P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-362-5P,miRNA,IMATINIB,DB00619,5291
HSA-MIR-362-5P,miRNA,PLATINUM,DB12257,23939
HSA-MIR-362-5P,miRNA,CELASTROL,NA,12302620
HSA-MIR-362-5P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-362-5P,miRNA,GEFITINIB,DB00317,123631
HSA-MIR-362-5P,miRNA,OSIMERTINIB,DB09330,71496458
HSA-MIR-363-3P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-363-3P,miRNA,DOCETAXEL,DB01248,148124
HSA-MIR-363-3P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-363-3P,miRNA,TAMOXIFEN,DB00675,2733525
HSA-MIR-363-3P,miRNA,PLX-4720,DB06999,24180719
HSA-MIR-363-3P,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-363-3P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-363-3P,miRNA,TRAMETINIB,DB08911,11707110
HSA-MIR-363-3P,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-363-3P,miRNA,GEFITINIB,DB00317,123631
HSA-MIR-363-3P,miRNA,RUXOLITINIB,DB08877,25126798
HSA-MIR-365A-3P,miRNA,10-HYDROXYCAMPTOTHECIN,DB12385,97226
HSA-MIR-365A-3P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-365A-3P,miRNA,METHOTREXATE,DB00563,126941
HSA-MIR-365A-3P,miRNA,TAMOXIFEN,DB00675,2733525
HSA-MIR-365A-3P,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-365A-3P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-365A-3P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-365A-3P,miRNA,IMATINIB,DB00619,5291
HSA-MIR-365A-3P,miRNA,TAXANE,NA,9548828
HSA-MIR-365A-3P,miRNA,PLATINUM,DB12257,23939
HSA-MIR-365A-3P,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-365A-3P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-367-3P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-367-3P,miRNA,VERAPAMIL,DB00661,2520
HSA-MIR-367-3P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-367-3P,miRNA,MITOXANTRONE,DB01204,4212
HSA-MIR-367-3P,miRNA,SORAFENIB,DB00398,216239
HSA-MIR-369-3P,miRNA,VERAPAMIL,DB00661,2520
HSA-MIR-369-3P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-369-3P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-369-3P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-369-3P,miRNA,PLATINUM,DB12257,23939
HSA-MIR-369-3P,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-369-3P,miRNA,DOCETAXEL,DB01248,148124
HSA-MIR-369-5P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-369-5P,miRNA,CERITINIB,DB09063,57379345
HSA-MIR-369-5P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-370-3P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-370-3P,miRNA,VERAPAMIL,DB00661,2520
HSA-MIR-370-3P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-370-3P,miRNA,SUNITINIB,DB01268,5329102
HSA-MIR-370-3P,miRNA,HOMOHARRINGTONINE,NA,285033
HSA-MIR-370-3P,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-370-3P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-370-3P,miRNA,PLATINUM,DB12257,23939
HSA-MIR-370-3P,miRNA,CELASTROL,NA,12302620
HSA-MIR-370-3P,miRNA,TEMOZOLOMIDE,DB00853,5394
HSA-MIR-370-3P,miRNA,RUXOLITINIB,DB08877,25126798
HSA-MIR-371A-3P,miRNA,DOCETAXEL,DB01248,148124
HSA-MIR-371A-3P,miRNA,10-HYDROXYCAMPTOTHECIN,DB12385,97226
HSA-MIR-371A-3P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-371A-3P,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-371A-3P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-371A-3P,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-371A-3P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-371A-3P,miRNA,AG-1478,NA,2051
HSA-MIR-371A-3P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-371A-5P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-371A-5P,miRNA,PLATINUM,DB12257,23939
HSA-MIR-371A-5P,miRNA,SORAFENIB,DB00398,216239
HSA-MIR-371A-5P,miRNA,IMATINIB,DB00619,5291
HSA-MIR-371A-5P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-371A-5P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-372-3P,miRNA,10-HYDROXYCAMPTOTHECIN,DB12385,97226
HSA-MIR-372-3P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-372-3P,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-372-3P,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-372-3P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-372-3P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-372-3P,miRNA,SUNITINIB,DB01268,5329102
HSA-MIR-372-3P,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-372-3P,miRNA,TRAMETINIB,DB08911,11707110
HSA-MIR-372-3P,miRNA,TAXANE,NA,9548828
HSA-MIR-372-3P,miRNA,AG-1478,NA,2051
HSA-MIR-372-3P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-372-3P,miRNA,CELASTROL,NA,12302620
HSA-MIR-372-3P,miRNA,DOCETAXEL,DB01248,148124
HSA-MIR-373-3P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-373-3P,miRNA,VERAPAMIL,DB00661,2520
HSA-MIR-373-3P,miRNA,10-HYDROXYCAMPTOTHECIN,DB12385,97226
HSA-MIR-373-3P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-373-3P,miRNA,CYCLOPAMINE,NA,442972
HSA-MIR-373-3P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-373-3P,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-373-3P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-373-3P,miRNA,SUNITINIB,DB01268,5329102
HSA-MIR-373-3P,miRNA,TEMOZOLOMIDE,DB00853,5394
HSA-MIR-373-3P,miRNA,AG-1478,NA,2051
HSA-MIR-374A-5P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-374A-5P,miRNA,TAMOXIFEN,DB00675,2733525
HSA-MIR-374A-5P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-374A-5P,miRNA,VINORELBINE,DB00361,44424639
HSA-MIR-374A-5P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-374A-5P,miRNA,GEFITINIB,DB00317,123631
HSA-MIR-374A-5P,miRNA,DEXAMETHASONE,DB01234,5743
HSA-MIR-374A-5P,miRNA,PLATINUM,DB12257,23939
HSA-MIR-374A-5P,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-374A-5P,miRNA,AZACITIDINE,DB00928,9444
HSA-MIR-374A-5P,miRNA,TRAMETINIB,DB08911,11707110
HSA-MIR-374A-5P,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-374A-5P,miRNA,ETOPOSIDE,DB00773,36462
HSA-MIR-374A-5P,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-374A-5P,miRNA,SORAFENIB,DB00398,216239
HSA-MIR-374B-5P,miRNA,TAMOXIFEN,DB00675,2733525
HSA-MIR-374B-5P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-374B-5P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-374B-5P,miRNA,PLATINUM,DB12257,23939
HSA-MIR-374B-5P,miRNA,NINTEDANIB,DB09079,9809715
HSA-MIR-374B-5P,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-374B-5P,miRNA,BLEOMYCIN,DB00290,5360373
HSA-MIR-374B-5P,miRNA,AZACITIDINE,DB00928,9444
HSA-MIR-374B-5P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-374B-5P,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-374B-5P,miRNA,TRAMETINIB,DB08911,11707110
HSA-MIR-374B-5P,miRNA,SORAFENIB,DB00398,216239
HSA-MIR-375-3P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-375-3P,miRNA,TAMOXIFEN,DB00675,2733525
HSA-MIR-375-3P,miRNA,RUTHENIUM,NA,23950
HSA-MIR-375-3P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-375-3P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-375-3P,miRNA,VINORELBINE,DB00361,44424639
HSA-MIR-375-3P,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-375-3P,miRNA,DOCETAXEL,DB01248,148124
HSA-MIR-375-3P,miRNA,EPIRUBICIN,DB00445,41867
HSA-MIR-375-3P,miRNA,GEFITINIB,DB00317,123631
HSA-MIR-375-3P,miRNA,VANDETANIB,DB05294,3081361
HSA-MIR-375-3P,miRNA,FULVESTRANT,DB00947,17756771
HSA-MIR-375-3P,miRNA,CERITINIB,DB09063,57379345
HSA-MIR-375-3P,miRNA,PANOBINOSTAT,DB06603,6918837
HSA-MIR-375-3P,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-375-3P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-375-3P,miRNA,SORAFENIB,DB00398,216239
HSA-MIR-375-3P,miRNA,4-HYDROXYTAMOXIFEN,NA,449459
HSA-MIR-375-3P,miRNA,OSIMERTINIB,DB09330,71496458
HSA-MIR-375-3P,miRNA,CHIDAMIDE,NA,9800555
HSA-MIR-376A-3P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-376A-3P,miRNA,GEFITINIB,DB00317,123631
HSA-MIR-376A-3P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-376A-3P,miRNA,PLATINUM,DB12257,23939
HSA-MIR-376A-3P,miRNA,CELASTROL,NA,12302620
HSA-MIR-376A-3P,miRNA,TRAMETINIB,DB08911,11707110
HSA-MIR-376A-3P,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-376A-3P,miRNA,BROMOCRIPTINE,DB01200,31101
HSA-MIR-376A-3P,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-376A-3P,miRNA,IMATINIB,DB00619,5291
HSA-MIR-376B-3P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-376B-3P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-376B-3P,miRNA,CERITINIB,DB09063,57379345
HSA-MIR-376B-3P,miRNA,SUNITINIB,DB01268,5329102
HSA-MIR-376C-3P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-376C-3P,miRNA,VERAPAMIL,DB00661,2520
HSA-MIR-376C-3P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-376C-3P,miRNA,PLATINUM,DB12257,23939
HSA-MIR-376C-3P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-376C-3P,miRNA,CERITINIB,DB09063,57379345
HSA-MIR-376C-3P,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-376C-3P,miRNA,IMATINIB,DB00619,5291
HSA-MIR-377-3P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-377-3P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-377-3P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-377-3P,miRNA,AZACITIDINE,DB00928,9444
HSA-MIR-377-3P,miRNA,PLATINUM,DB12257,23939
HSA-MIR-377-3P,miRNA,CELASTROL,NA,12302620
HSA-MIR-377-3P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-377-3P,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-377-3P,miRNA,SUNITINIB,DB01268,5329102
HSA-MIR-377-3P,miRNA,PAZOPANIB,DB06589,10113978
HSA-MIR-378A-3P,miRNA,RIBAVIRIN,DB00811,37542
HSA-MIR-378A-3P,miRNA,TAMOXIFEN,DB00675,2733525
HSA-MIR-378A-3P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-378A-3P,miRNA,IMATINIB,DB00619,5291
HSA-MIR-378A-3P,miRNA,CERITINIB,DB09063,57379345
HSA-MIR-378A-3P,miRNA,TEMOZOLOMIDE,DB00853,5394
HSA-MIR-378A-3P,miRNA,ERLOTINIB,DB00530,176870
HSA-MIR-378A-3P,miRNA,SORAFENIB,DB00398,216239
HSA-MIR-378A-3P,miRNA,DABRAFENIB,DB08912,44462760
HSA-MIR-378A-3P,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-378A-3P,miRNA,TRAMETINIB,DB08911,11707110
HSA-MIR-378A-3P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-378A-3P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-379-5P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-379-5P,miRNA,VORINOSTAT,DB02546,5311
HSA-MIR-379-5P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-379-5P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-379-5P,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-379-5P,miRNA,DABRAFENIB,DB08912,44462760
HSA-MIR-379-5P,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-379-5P,miRNA,IMATINIB,DB00619,5291
HSA-MIR-379-5P,miRNA,CERITINIB,DB09063,57379345
HSA-MIR-379-5P,miRNA,BROMOCRIPTINE,DB01200,31101
HSA-MIR-379-5P,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-379-5P,miRNA,RUXOLITINIB,DB08877,25126798
HSA-MIR-379-5P,miRNA,SORAFENIB,DB00398,216239
HSA-MIR-380-3P,miRNA,NAVITOCLAX,DB12340,24978538
HSA-MIR-380-3P,miRNA,DOXORUBICIN,DB00997,31703
